year,leaid,district,current_expenditures,enrollment,flagged_corrupt
2008,2104050,Meade County,38119000,4979,False
2008,2104080,Menifee County,10094000,1126,False
2008,2104110,Mercer County,28345000,3246,False
2008,2104140,Metcalfe County,14413000,1771,False
2008,2104170,Middlesboro Independent,14952000,1521,False
2008,2104200,Monroe County,18647000,2025,False
2008,2104250,Montgomery County,35377000,4687,False
2008,2104260,MONTICELLO INDEPENDENT,7711000,824,False
2008,2104290,Morgan County,19737000,2146,False
2008,2104380,Murray Independent,13507000,1478,False
2008,2104410,Nelson County,38391000,4830,False
2008,2104440,Newport Independent,23235000,1959,False
2008,2104470,Nicholas County,10218000,1253,False
2008,2104500,Ohio County,33803000,4039,False
2008,2104530,Oldham County,90719000,11806,False
2008,2104560,Owen County,17261000,1907,False
2008,2104590,Owensboro Independent,42256000,4132,False
2008,2104620,Owsley County,9656000,789,False
2008,2104650,Paducah Independent,30045000,3008,False
2008,2104680,Paintsville Independent,7636000,783,False
2008,2104710,Paris Independent,6914000,801,False
2008,2104740,Pendleton County,22585000,2729,False
2008,2104770,Perry County,39690000,4352,False
2008,2104800,Pike County,87315000,9977,False
2008,2104830,Pikeville Independent,11828000,1262,False
2008,2104860,Pineville Independent,5139000,572,False
2008,2104890,Powell County,21975000,2478,False
2008,2104950,Pulaski County,71323000,8215,False
2008,2104980,Raceland-Worthington Independent,8970000,1063,False
2008,2105040,Robertson County,3826000,403,False
2008,2105070,Rockcastle County,26751000,3048,False
2008,2105100,Rowan County,28146000,3270,False
2008,2105130,Russell Independent,17842000,2251,False
2008,2105160,Russell County,26854000,3009,False
2008,2105190,Russellville Independent,9790000,1110,False
2008,2105220,Science Hill Independent,3487000,455,False
2008,2105260,Scott County,60140000,8059,False
2008,2105320,Shelby County,54148000,6496,False
2008,2105370,Silver Grove Independent,3044000,254,False
2008,2105400,Simpson County,24379000,2964,False
2008,2105430,Somerset Independent,12535000,1491,False
2008,2105460,Southgate Independent,1844000,160,False
2008,2105490,Spencer County,20249000,2804,False
2008,2105520,Taylor County,21509000,2658,False
2008,2105550,Todd County,18701000,2162,False
2008,2105580,Trigg County,17767000,2127,False
2008,2105610,Trimble County,12071000,1513,False
2008,2105640,Union County,21270000,2410,False
2008,2105700,Walton-Verona Independent,12071000,1443,False
2008,2105730,Warren County,96404000,13195,False
2008,2105760,Washington County,15678000,1743,False
2008,2105790,Wayne County,22170000,2654,False
2008,2105820,Webster County,16153000,2283,False
2008,2105850,West Point Independent,1426000,118,False
2008,2105880,Whitley County,43452000,4828,False
2008,2105910,Williamsburg Independent,7334000,793,False
2008,2105940,Williamstown Independent,8039000,856,False
2008,2105970,Wolfe County,13615000,1252,False
2008,2106000,Woodford County,29742000,4074,False
2009,2100030,Adair County,23724000,2604,False
2009,2100070,Allen County,24210000,3003,False
2009,2100081,Muhlenberg County,50605000,5272,False
2009,2100090,Anchorage Independent,5655000,371,False
2009,2100094,Kentucky School for the Blind District,-2,64,False
2009,2100095,Kentucky School for the Deaf District,-2,123,False
2009,2100096,,-2,-2,False
2009,2100097,,-2,-2,False
2009,2100098,,-2,-2,False
2009,2100099,,-2,-2,False
2009,2100100,,-2,-2,False
2009,2100101,,-2,-2,False
2009,2100102,,-2,-2,False
2009,2100103,,-2,-2,False
2009,2100104,,-2,-2,False
2009,2100105,,-2,-2,False
2009,2100106,,-2,-2,False
2009,2100107,,-2,-2,False
2009,2100108,,-2,-2,False
2009,2100109,,-2,-2,False
2009,2100110,,-2,-2,False
2009,2100111,,-2,-2,False
2009,2100112,,-2,-2,False
2009,2100113,,-2,-2,False
2009,2100120,Anderson County,33254000,4071,False
2009,2100150,Ashland Independent,28252000,3305,False
2009,2100180,Augusta Independent,3030000,306,False
2009,2100210,Ballard County,13352000,1467,False
2009,2100240,Barbourville Independent,5326000,652,False
2009,2100270,Bardstown Independent,21856000,2741,False
2009,2100300,Barren County,41704000,4855,False
2009,2100330,Bath County,17139000,2074,False
2009,2100360,Beechwood Independent,9413000,1096,False
2009,2100390,Bell County,30392000,3111,False
2009,2100420,Bellevue Independent,7016000,811,False
2009,2100480,Berea Independent,10675000,1110,False
2009,2100510,Boone County,152272000,19088,False
2009,2100540,Bourbon County,25829000,2868,False
2009,2100570,Bowling Green Independent,37683000,3896,False
2009,2100620,Boyd County,33640000,3525,False
2009,2100630,Boyle County,23350000,2804,False
2009,2100660,Bracken County,9356000,1233,False
2009,2100690,Breathitt County,24947000,2340,False
2009,2100720,Breckinridge County,24802000,2819,False
2009,2100750,Bullitt County,97604000,12965,False
2009,2100780,Burgin Independent,3762000,466,False
2009,2100810,Butler County,18188000,2144,False
2009,2100840,Caldwell County,17884000,2092,False
2009,2100870,Calloway County,27458000,3295,False
2009,2100900,Campbell County,41437000,4963,False
2009,2100930,Campbellsville Independent,11184000,1127,False
2009,2100960,Carlisle County,7554000,867,False
2009,2100990,Carroll County,18765000,2026,False
2009,2101020,Carter County,42225000,5009,False
2009,2101050,Casey County,21249000,2361,False
2009,2101110,Caverna Independent,8039000,810,False
2009,2101150,Christian County,79412000,9279,False
2009,2101200,Clark County,44826000,5745,False
2009,2101230,Clay County,37062000,3599,False
2009,2101260,Clinton County,18215000,1798,False
2009,2101290,Cloverport Independent,3618000,342,False
2009,2101320,Corbin Independent,21036000,2745,False
2009,2101350,Covington Independent,45615000,3898,False
2009,2101380,Crittenden County,11320000,1384,False
2009,2101410,Cumberland County,10348000,1032,False
2009,2101440,Danville Independent,19395000,1728,False
2009,2101470,Daviess County,100300000,11355,False
2009,2101500,Dawson Springs Independent,6053000,722,False
2009,2101530,Dayton Independent,8617000,956,False
2009,2101590,East Bernstadt Independent,4177000,566,False
2009,2101620,Edmonson County,17785000,2084,False
2009,2101650,Elizabethtown Independent,18601000,2292,False
2009,2101680,Elliott County,10903000,1113,False
2009,2101710,Eminence Independent,5617000,652,False
2009,2101740,Erlanger-Elsmere Independent,20193000,2357,False
2009,2101760,Estill County,21714000,2579,False
2009,2101800,Fairview Independent,6538000,818,False
2009,2101860,Fayette County,361375000,36988,False
2009,2101920,Fleming County,21465000,2400,False
2009,2101950,Floyd County,61417000,6440,False
2009,2101980,Frankfort Independent,9403000,805,False
2009,2102010,Franklin County,50266000,6157,False
2009,2102040,Fort Thomas Independent,21687000,2568,False
2009,2102070,Fulton Independent,5004000,467,False
2009,2102100,Fulton County,6227000,597,False
2009,2102130,Gallatin County,14321000,1650,False
2009,2102160,Garrard County,22816000,2687,False
2009,2102220,Glasgow Independent,17668000,2023,False
2009,2102250,Grant County,30710000,3826,False
2009,2102280,Graves County,38716000,4870,False
2009,2102300,Grayson County,35108000,4383,False
2009,2102340,Green County,15351000,1722,False
2009,2102400,Greenup County,27930000,3123,False
2009,2102460,Hancock County,15230000,1722,False
2009,2102490,Hardin County,119300000,14454,False
2009,2102520,Harlan Independent,7234000,981,False
2009,2102540,Harlan County,39711000,4242,False
2009,2102580,Harrison County,25417000,3228,False
2009,2102640,Hart County,23263000,2391,False
2009,2102670,Hazard Independent,8570000,967,False
2009,2102710,Henderson County,62743000,7342,False
2009,2102760,Henry County,18480000,2287,False
2009,2102790,Hickman County,8010000,796,False
2009,2102860,Hopkins County,61170000,7177,False
2009,2102910,Jackson Independent,3835000,427,False
2009,2102940,Jackson County,23881000,2365,False
2009,2102990,Jefferson County,1018896000,98808,False
2009,2103000,Jenkins Independent,5912000,593,False
2009,2103030,Jessamine County,65537000,7746,False
2009,2103060,Johnson County,35991000,3790,False
2009,2103090,Kenton County,111177000,14346,False
2009,2103120,Knott County,25359000,2601,False
2009,2103150,Knox County,44652000,4864,False
2009,2103180,LaRue County,20585000,2398,False
2009,2103210,Laurel County,74707000,9421,False
2009,2103240,Lawrence County,23135000,2483,False
2009,2103270,Lee County,10725000,1122,False
2009,2103330,Leslie County,18993000,1937,False
2009,2103360,Letcher County,31987000,3292,False
2009,2103390,Lewis County,23204000,2438,False
2009,2103480,Lincoln County,40784000,4300,False
2009,2103510,Livingston County,12756000,1341,False
2009,2103540,Logan County,30522000,3713,False
2009,2103630,Ludlow Independent,7639000,899,False
2009,2103690,Lyon County,8035000,899,False
2009,2103720,Madison County,90331000,11065,False
2009,2103750,Magoffin County,23830000,2419,False
2009,2103780,Marion County,28188000,3258,False
2009,2103810,Marshall County,41921000,4896,False
2009,2103840,Martin County,22312000,2141,False
2009,2103870,Mason County,24672000,2889,False
2009,2103900,Mayfield Independent,14874000,1621,False
2009,2103960,McCracken County,59775000,7249,False
2009,2103990,McCreary County,31533000,3249,False
2009,2104020,McLean County,13678000,1708,False
2009,2104050,Meade County,39293000,5129,False
2009,2104080,Menifee County,10674000,1176,False
2009,2104110,Mercer County,28849000,3197,False
2009,2104140,Metcalfe County,15424000,1773,False
2009,2104170,Middlesboro Independent,14312000,1602,False
2009,2104200,Monroe County,19052000,2017,False
2009,2104250,Montgomery County,37287000,4736,False
2009,2104260,MONTICELLO INDEPENDENT,8362000,880,False
2009,2104290,Morgan County,18798000,2125,False
2009,2104380,Murray Independent,14260000,1490,False
2009,2104410,Nelson County,40458000,4843,False
2009,2104440,Newport Independent,22091000,1950,False
2009,2104470,Nicholas County,10858000,1252,False
2009,2104500,Ohio County,35720000,4033,False
2009,2104530,Oldham County,92289000,11987,False
2009,2104560,Owen County,17697000,1921,False
2009,2104590,Owensboro Independent,44411000,4338,False
2009,2104620,Owsley County,10022000,808,False
2009,2104650,Paducah Independent,31937000,2998,False
2009,2104680,Paintsville Independent,8010000,842,False
2009,2104710,Paris Independent,7146000,790,False
2009,2104740,Pendleton County,22824000,2740,False
2009,2104770,Perry County,40279000,4396,False
2009,2104800,Pike County,89308000,10116,False
2009,2104830,Pikeville Independent,12088000,1207,False
2009,2104860,Pineville Independent,5323000,578,False
2009,2104890,Powell County,22818000,2590,False
2009,2104950,Pulaski County,70453000,8346,False
2009,2104980,Raceland-Worthington Independent,8902000,1080,False
2009,2105040,Robertson County,3918000,375,False
2009,2105070,Rockcastle County,27903000,3073,False
2009,2105100,Rowan County,29035000,3393,False
2009,2105130,Russell Independent,18553000,2271,False
2009,2105160,Russell County,28268000,3026,False
2009,2105190,Russellville Independent,10223000,1114,False
2009,2105220,Science Hill Independent,3463000,486,False
2009,2105260,Scott County,61302000,8282,False
2009,2105320,Shelby County,56502000,6768,False
2009,2105370,Silver Grove Independent,3103000,248,False
2009,2105400,Simpson County,24884000,3084,False
2009,2105430,Somerset Independent,12909000,1482,False
2009,2105460,Southgate Independent,2082000,239,False
2009,2105490,Spencer County,21413000,2883,False
2009,2105520,Taylor County,20943000,2719,False
2009,2105550,Todd County,19989000,2181,False
2009,2105580,Trigg County,18325000,2134,False
2009,2105610,Trimble County,12476000,1613,False
2009,2105640,Union County,22850000,2368,False
2009,2105700,Walton-Verona Independent,12683000,1502,False
2009,2105730,Warren County,105041000,13627,False
2009,2105760,Washington County,16280000,1724,False
2009,2105790,Wayne County,23687000,2614,False
2009,2105820,Webster County,19407000,2297,False
2009,2105850,West Point Independent,1411000,111,False
2009,2105880,Whitley County,45563000,4842,False
2009,2105910,Williamsburg Independent,7618000,787,False
2009,2105940,Williamstown Independent,8328000,1117,False
2009,2105970,Wolfe County,13320000,1287,False
2009,2106000,Woodford County,31100000,4152,False
2010,2100030,Adair County,24024000,2580,False
2010,2100070,Allen County,25147000,3055,False
2010,2100081,Muhlenberg County,50874000,5238,False
2010,2100090,Anchorage Independent,5812000,358,False
2010,2100094,Kentucky School for the Blind District,-2,60,False
2010,2100095,Kentucky School for the Deaf District,-2,110,False
2010,2100096,,-2,-2,False
2010,2100097,,-2,-2,False
2010,2100098,,-2,-2,False
2010,2100099,,-2,-2,False
2010,2100100,,-2,-2,False
2010,2100101,,-2,-2,False
2010,2100102,,-2,-2,False
2010,2100103,,-2,-2,False
2010,2100104,,-2,-2,False
2010,2100105,,-2,-2,False
2010,2100106,,-2,-2,False
2010,2100107,,-2,-2,False
2010,2100108,,-2,-2,False
2010,2100109,,-2,-2,False
2010,2100110,,-2,-2,False
2010,2100111,,-2,-2,False
2010,2100112,,-2,-2,False
2010,2100113,,-2,-2,False
2010,2100120,Anderson County,32395000,3990,False
2010,2100150,Ashland Independent,28904000,3114,False
2010,2100180,Augusta Independent,2992000,283,False
2010,2100210,Ballard County,13298000,1460,False
2010,2100240,Barbourville Independent,5460000,716,False
2010,2100270,Bardstown Independent,22794000,2744,False
2010,2100300,Barren County,44554000,4977,False
2010,2100330,Bath County,17803000,2050,False
2010,2100360,Beechwood Independent,9491000,1137,False
2010,2100390,Bell County,28933000,2924,False
2010,2100420,Bellevue Independent,7029000,790,False
2010,2100480,Berea Independent,10895000,1107,False
2010,2100510,Boone County,159037000,19306,False
2010,2100540,Bourbon County,26267000,2878,False
2010,2100570,Bowling Green Independent,38203000,3877,False
2010,2100620,Boyd County,33370000,3189,False
2010,2100630,Boyle County,22416000,2757,False
2010,2100660,Bracken County,9501000,1229,False
2010,2100690,Breathitt County,24309000,2283,False
2010,2100720,Breckinridge County,25073000,2749,False
2010,2100750,Bullitt County,99207000,12873,False
2010,2100780,Burgin Independent,3837000,476,False
2010,2100810,Butler County,18831000,2148,False
2010,2100840,Caldwell County,17391000,2023,False
2010,2100870,Calloway County,28489000,3180,False
2010,2100900,Campbell County,42287000,4949,False
2010,2100930,Campbellsville Independent,11726000,1065,False
2010,2100960,Carlisle County,7631000,836,False
2010,2100990,Carroll County,20537000,1934,False
2010,2101020,Carter County,43629000,4874,False
2010,2101050,Casey County,21693000,2318,False
2010,2101110,Caverna Independent,8540000,820,False
2010,2101150,Christian County,81137000,9291,False
2010,2101200,Clark County,45434000,5710,False
2010,2101230,Clay County,36837000,3509,False
2010,2101260,Clinton County,17680000,1806,False
2010,2101290,Cloverport Independent,3804000,341,False
2010,2101320,Corbin Independent,21922000,2752,False
2010,2101350,Covington Independent,44473000,3866,False
2010,2101380,Crittenden County,11113000,1339,False
2010,2101410,Cumberland County,10054000,1030,False
2010,2101440,Danville Independent,19831000,1739,False
2010,2101470,Daviess County,101975000,11310,False
2010,2101500,Dawson Springs Independent,6047000,717,False
2010,2101530,Dayton Independent,8508000,934,False
2010,2101590,East Bernstadt Independent,4471000,548,False
2010,2101620,Edmonson County,17924000,2072,False
2010,2101650,Elizabethtown Independent,19447000,2416,False
2010,2101680,Elliott County,10403000,1105,False
2010,2101710,Eminence Independent,6057000,638,False
2010,2101740,Erlanger-Elsmere Independent,20332000,2301,False
2010,2101760,Estill County,21972000,2527,False
2010,2101800,Fairview Independent,7089000,856,False
2010,2101860,Fayette County,392645000,37819,False
2010,2101920,Fleming County,22824000,2325,False
2010,2101950,Floyd County,61329000,6050,False
2010,2101980,Frankfort Independent,9334000,799,False
2010,2102010,Franklin County,51426000,6067,False
2010,2102040,Fort Thomas Independent,22813000,2669,False
2010,2102070,Fulton Independent,4905000,425,False
2010,2102100,Fulton County,6526000,524,False
2010,2102130,Gallatin County,14358000,1661,False
2010,2102160,Garrard County,22506000,2669,False
2010,2102220,Glasgow Independent,18796000,1903,False
2010,2102250,Grant County,31068000,3757,False
2010,2102280,Graves County,38580000,4756,False
2010,2102300,Grayson County,35114000,4320,False
2010,2102340,Green County,16475000,1723,False
2010,2102400,Greenup County,27896000,2949,False
2010,2102460,Hancock County,15870000,1716,False
2010,2102490,Hardin County,125813000,14675,False
2010,2102520,Harlan Independent,6863000,961,False
2010,2102540,Harlan County,39947000,4171,False
2010,2102580,Harrison County,26416000,3068,False
2010,2102640,Hart County,23374000,2396,False
2010,2102670,Hazard Independent,8356000,968,False
2010,2102710,Henderson County,64333000,7195,False
2010,2102760,Henry County,18194000,2241,False
2010,2102790,Hickman County,8356000,810,False
2010,2102860,Hopkins County,63372000,7051,False
2010,2102910,Jackson Independent,3968000,428,False
2010,2102940,Jackson County,23834000,2260,False
2010,2102990,Jefferson County,1069548000,97331,False
2010,2103000,Jenkins Independent,5792000,587,False
2010,2103030,Jessamine County,65301000,7749,False
2010,2103060,Johnson County,34596000,3769,False
2010,2103090,Kenton County,115215000,14465,False
2010,2103120,Knott County,25272000,2547,False
2010,2103150,Knox County,46790000,4720,False
2010,2103180,LaRue County,20668000,2418,False
2010,2103210,Laurel County,79020000,9394,False
2010,2103240,Lawrence County,23010000,2524,False
2010,2103270,Lee County,11074000,1124,False
2010,2103330,Leslie County,19357000,1856,False
2010,2103360,Letcher County,32867000,3354,False
2010,2103390,Lewis County,21998000,2372,False
2010,2103480,Lincoln County,39157000,4047,False
2010,2103510,Livingston County,13521000,1279,False
2010,2103540,Logan County,31371000,3648,False
2010,2103630,Ludlow Independent,7970000,894,False
2010,2103690,Lyon County,8062000,760,False
2010,2103720,Madison County,91919000,11138,False
2010,2103750,Magoffin County,24458000,2222,False
2010,2103780,Marion County,28065000,3213,False
2010,2103810,Marshall County,43660000,4857,False
2010,2103840,Martin County,22215000,2164,False
2010,2103870,Mason County,24714000,2860,False
2010,2103900,Mayfield Independent,14919000,1547,False
2010,2103960,McCracken County,58660000,7208,False
2010,2103990,McCreary County,32443000,3145,False
2010,2104020,McLean County,14126000,1652,False
2010,2104050,Meade County,40400000,5158,False
2010,2104080,Menifee County,11152000,1135,False
2010,2104110,Mercer County,28030000,3110,False
2010,2104140,Metcalfe County,17111000,1672,False
2010,2104170,Middlesboro Independent,14510000,1487,False
2010,2104200,Monroe County,20102000,2007,False
2010,2104250,Montgomery County,40101000,4739,False
2010,2104260,MONTICELLO INDEPENDENT,8692000,906,False
2010,2104290,Morgan County,19061000,2090,False
2010,2104380,Murray Independent,14977000,1439,False
2010,2104410,Nelson County,42497000,4816,False
2010,2104440,Newport Independent,21425000,1829,False
2010,2104470,Nicholas County,10522000,1217,False
2010,2104500,Ohio County,35663000,3966,False
2010,2104530,Oldham County,97353000,11951,False
2010,2104560,Owen County,16653000,1947,False
2010,2104590,Owensboro Independent,46981000,4172,False
2010,2104620,Owsley County,11229000,811,False
2010,2104650,Paducah Independent,32328000,2697,False
2010,2104680,Paintsville Independent,8504000,827,False
2010,2104710,Paris Independent,7199000,767,False
2010,2104740,Pendleton County,23220000,2646,False
2010,2104770,Perry County,40385000,4294,False
2010,2104800,Pike County,91155000,9982,False
2010,2104830,Pikeville Independent,12335000,1193,False
2010,2104860,Pineville Independent,5198000,562,False
2010,2104890,Powell County,22532000,2467,False
2010,2104950,Pulaski County,71043000,8273,False
2010,2104980,Raceland-Worthington Independent,8955000,1086,False
2010,2105040,Robertson County,3971000,370,False
2010,2105070,Rockcastle County,27189000,3014,False
2010,2105100,Rowan County,29425000,3363,False
2010,2105130,Russell Independent,18432000,2215,False
2010,2105160,Russell County,27112000,2982,False
2010,2105190,Russellville Independent,10288000,1108,False
2010,2105220,Science Hill Independent,3579000,526,False
2010,2105260,Scott County,64013000,8424,False
2010,2105320,Shelby County,61454000,7051,False
2010,2105370,Silver Grove Independent,3540000,254,False
2010,2105400,Simpson County,25308000,3061,False
2010,2105430,Somerset Independent,13280000,1532,False
2010,2105460,Southgate Independent,2160000,229,False
2010,2105490,Spencer County,21394000,2866,False
2010,2105520,Taylor County,22034000,2693,False
2010,2105550,Todd County,20243000,2142,False
2010,2105580,Trigg County,18615000,2106,False
2010,2105610,Trimble County,12831000,1530,False
2010,2105640,Union County,23975000,2224,False
2010,2105700,Walton-Verona Independent,12674000,1558,False
2010,2105730,Warren County,113576000,13910,False
2010,2105760,Washington County,15999000,1669,False
2010,2105790,Wayne County,23841000,2618,False
2010,2105820,Webster County,19693000,2220,False
2010,2105850,West Point Independent,1413000,121,False
2010,2105880,Whitley County,45958000,4559,False
2010,2105910,Williamsburg Independent,7596000,770,False
2010,2105940,Williamstown Independent,8621000,937,False
2010,2105970,Wolfe County,14280000,1273,False
2010,2106000,Woodford County,32749000,4093,False
2011,2100030,Adair County,23612000,2601,False
2011,2100070,Allen County,26003000,3071,False
2011,2100081,Muhlenberg County,52941000,5302,False
2011,2100090,Anchorage Independent,6743000,358,False
2011,2100094,Kentucky School for the Blind District,-2,61,False
2011,2100095,Kentucky School for the Deaf District,-2,99,False
2011,2100096,,-2,-2,False
2011,2100097,,-2,-2,False
2011,2100098,,-2,-2,False
2011,2100099,,-2,-2,False
2011,2100100,,-2,-2,False
2011,2100101,,-2,-2,False
2011,2100102,,-2,-2,False
2011,2100103,,-2,-2,False
2011,2100104,,-2,-2,False
2011,2100105,,-2,-2,False
2011,2100106,,-2,-2,False
2011,2100107,,-2,-2,False
2011,2100108,,-2,-2,False
2011,2100109,,-2,-2,False
2011,2100110,,-2,-2,False
2011,2100111,,-2,-2,False
2011,2100112,,-2,-2,False
2011,2100113,,-2,-2,False
2011,2100120,Anderson County,32033000,3977,False
2011,2100150,Ashland Independent,30000000,3303,False
2011,2100180,Augusta Independent,2864000,304,False
2011,2100210,Ballard County,13535000,1467,False
2011,2100240,Barbourville Independent,5585000,715,False
2011,2100270,Bardstown Independent,23445000,2753,False
2011,2100300,Barren County,44229000,5053,False
2011,2100330,Bath County,18010000,2131,False
2011,2100360,Beechwood Independent,9816000,1162,False
2011,2100390,Bell County,29528000,3039,False
2011,2100420,Bellevue Independent,6813000,808,False
2011,2100480,Berea Independent,11648000,1143,False
2011,2100510,Boone County,163122000,19577,False
2011,2100540,Bourbon County,27053000,2978,False
2011,2100570,Bowling Green Independent,39451000,4008,False
2011,2100620,Boyd County,33381000,3428,False
2011,2100630,Boyle County,23185000,2783,False
2011,2100660,Bracken County,9692000,1200,False
2011,2100690,Breathitt County,23420000,2315,False
2011,2100720,Breckinridge County,25746000,2834,False
2011,2100750,Bullitt County,100978000,13033,False
2011,2100780,Burgin Independent,3912000,465,False
2011,2100810,Butler County,19119000,2156,False
2011,2100840,Caldwell County,17460000,2077,False
2011,2100870,Calloway County,28467000,3364,False
2011,2100900,Campbell County,44323000,4987,False
2011,2100930,Campbellsville Independent,11584000,1106,False
2011,2100960,Carlisle County,7899000,858,False
2011,2100990,Carroll County,21182000,1990,False
2011,2101020,Carter County,43779000,4863,False
2011,2101050,Casey County,22369000,2366,False
2011,2101110,Caverna Independent,8340000,790,False
2011,2101150,Christian County,84848000,9401,False
2011,2101200,Clark County,46830000,5729,False
2011,2101230,Clay County,36566000,3473,False
2011,2101260,Clinton County,18666000,1848,False
2011,2101290,Cloverport Independent,3531000,394,False
2011,2101320,Corbin Independent,22830000,2812,False
2011,2101350,Covington Independent,45516000,3990,False
2011,2101380,Crittenden County,11321000,1357,False
2011,2101410,Cumberland County,9892000,1019,False
2011,2101440,Danville Independent,20087000,1785,False
2011,2101470,Daviess County,102158000,11426,False
2011,2101500,Dawson Springs Independent,6136000,707,False
2011,2101530,Dayton Independent,9154000,928,False
2011,2101590,East Bernstadt Independent,4488000,572,False
2011,2101620,Edmonson County,18136000,2094,False
2011,2101650,Elizabethtown Independent,20312000,2475,False
2011,2101680,Elliott County,10237000,1084,False
2011,2101710,Eminence Independent,5840000,658,False
2011,2101740,Erlanger-Elsmere Independent,20882000,2273,False
2011,2101760,Estill County,22304000,2575,False
2011,2101800,Fairview Independent,7083000,882,False
2011,2101860,Fayette County,415256000,38641,False
2011,2101920,Fleming County,22818000,2354,False
2011,2101950,Floyd County,61430000,6374,False
2011,2101980,Frankfort Independent,8413000,914,False
2011,2102010,Franklin County,53892000,6211,False
2011,2102040,Fort Thomas Independent,24070000,2771,False
2011,2102070,Fulton Independent,4569000,438,False
2011,2102100,Fulton County,6930000,601,False
2011,2102130,Gallatin County,14835000,1651,False
2011,2102160,Garrard County,22224000,2659,False
2011,2102220,Glasgow Independent,19476000,2020,False
2011,2102250,Grant County,31951000,3822,False
2011,2102280,Graves County,39626000,4766,False
2011,2102300,Grayson County,35916000,4339,False
2011,2102340,Green County,16476000,1780,False
2011,2102400,Greenup County,27861000,3051,False
2011,2102460,Hancock County,16214000,1705,False
2011,2102490,Hardin County,127598000,14174,False
2011,2102520,Harlan Independent,7008000,930,False
2011,2102540,Harlan County,39639000,4274,False
2011,2102580,Harrison County,26114000,3172,False
2011,2102640,Hart County,23021000,2387,False
2011,2102670,Hazard Independent,8648000,974,False
2011,2102710,Henderson County,65423000,7379,False
2011,2102760,Henry County,19432000,2252,False
2011,2102790,Hickman County,8266000,809,False
2011,2102860,Hopkins County,62248000,7186,False
2011,2102910,Jackson Independent,4006000,428,False
2011,2102940,Jackson County,22978000,2301,False
2011,2102990,Jefferson County,1131376000,99191,False
2011,2103000,Jenkins Independent,5695000,587,False
2011,2103030,Jessamine County,66863000,7922,False
2011,2103060,Johnson County,34548000,3849,False
2011,2103090,Kenton County,120041000,14607,False
2011,2103120,Knott County,26414000,2529,False
2011,2103150,Knox County,46932000,4557,False
2011,2103180,LaRue County,21103000,2405,False
2011,2103210,Laurel County,76146000,9460,False
2011,2103240,Lawrence County,22628000,2506,False
2011,2103270,Lee County,10896000,1120,False
2011,2103330,Leslie County,19840000,1885,False
2011,2103360,Letcher County,32335000,3366,False
2011,2103390,Lewis County,21083000,2381,False
2011,2103480,Lincoln County,39093000,4166,False
2011,2103510,Livingston County,13063000,1337,False
2011,2103540,Logan County,31311000,3572,False
2011,2103630,Ludlow Independent,7869000,866,False
2011,2103690,Lyon County,7955000,878,False
2011,2103720,Madison County,96328000,11260,False
2011,2103750,Magoffin County,22855000,2363,False
2011,2103780,Marion County,27876000,3221,False
2011,2103810,Marshall County,43320000,4756,False
2011,2103840,Martin County,22492000,2232,False
2011,2103870,Mason County,25540000,2895,False
2011,2103900,Mayfield Independent,15548000,1620,False
2011,2103960,McCracken County,58133000,7130,False
2011,2103990,McCreary County,31497000,3164,False
2011,2104020,McLean County,14642000,1672,False
2011,2104050,Meade County,41485000,5139,False
2011,2104080,Menifee County,11439000,1108,False
2011,2104110,Mercer County,25991000,3059,False
2011,2104140,Metcalfe County,17028000,1637,False
2011,2104170,Middlesboro Independent,14499000,1480,False
2011,2104200,Monroe County,20521000,1897,False
2011,2104250,Montgomery County,40193000,4856,False
2011,2104260,MONTICELLO INDEPENDENT,8575000,894,False
2011,2104290,Morgan County,19326000,2112,False
2011,2104380,Murray Independent,15551000,1506,False
2011,2104410,Nelson County,40552000,4757,False
2011,2104440,Newport Independent,21144000,1770,False
2011,2104470,Nicholas County,9987000,1217,False
2011,2104500,Ohio County,34999000,4189,False
2011,2104530,Oldham County,102285000,12053,False
2011,2104560,Owen County,16828000,1886,False
2011,2104590,Owensboro Independent,45473000,4624,False
2011,2104620,Owsley County,10467000,818,False
2011,2104650,Paducah Independent,33081000,2988,False
2011,2104680,Paintsville Independent,8716000,850,False
2011,2104710,Paris Independent,7026000,733,False
2011,2104740,Pendleton County,22188000,2569,False
2011,2104770,Perry County,41212000,4373,False
2011,2104800,Pike County,89001000,9886,False
2011,2104830,Pikeville Independent,12256000,1193,False
2011,2104860,Pineville Independent,5383000,597,False
2011,2104890,Powell County,22059000,2501,False
2011,2104950,Pulaski County,72507000,8176,False
2011,2104980,Raceland-Worthington Independent,8791000,1079,False
2011,2105040,Robertson County,3924000,363,False
2011,2105070,Rockcastle County,27543000,2997,False
2011,2105100,Rowan County,29275000,3343,False
2011,2105130,Russell Independent,17844000,2226,False
2011,2105160,Russell County,27663000,2984,False
2011,2105190,Russellville Independent,10745000,1114,False
2011,2105220,Science Hill Independent,3890000,539,False
2011,2105260,Scott County,67008000,8544,False
2011,2105320,Shelby County,63260000,7108,False
2011,2105370,Silver Grove Independent,3115000,252,False
2011,2105400,Simpson County,26473000,3017,False
2011,2105430,Somerset Independent,13108000,1554,False
2011,2105460,Southgate Independent,2405000,222,False
2011,2105490,Spencer County,21942000,2857,False
2011,2105520,Taylor County,22591000,2646,False
2011,2105550,Todd County,19960000,2222,False
2011,2105580,Trigg County,18733000,2143,False
2011,2105610,Trimble County,13031000,1443,False
2011,2105640,Union County,23136000,2369,False
