source_file,school,demographic_or_level,field,value
KYRC25_ACCT_Summary.csv,Bourbon Central Elementary School,White (non-Hispanic),READING_MATH CHANGE RATING,4
KYRC25_ACCT_Summary.csv,Bourbon Central Elementary School,White (non-Hispanic),READING_MATH CHANGE,6.3
KYRC25_ACCT_Summary.csv,Bourbon Central Elementary School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE DIFFERENCE,-4.3
KYRC25_ACCT_Summary.csv,Bourbon Central Elementary School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE RATING,2
KYRC25_ACCT_Summary.csv,Bourbon Central Elementary School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE,-4.3
KYRC25_ACCT_Summary.csv,Bourbon Central Elementary School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,1.4
KYRC25_ACCT_Summary.csv,Bourbon Central Elementary School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,4
KYRC25_ACCT_Summary.csv,Bourbon Central Elementary School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,1.4
KYRC25_ACCT_Summary.csv,Bourbon Central Elementary School,White (non-Hispanic),READING_MATH COMBINED INDICATOR RATE,59.4
KYRC25_ACCT_Summary.csv,Bourbon Central Elementary School,White (non-Hispanic),READING_MATH COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,Bourbon Central Elementary School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATE,50.8
KYRC25_ACCT_Summary.csv,Bourbon Central Elementary School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,Bourbon Central Elementary School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,76.2
KYRC25_ACCT_Summary.csv,Bourbon Central Elementary School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,Bourbon Central Elementary School,White (non-Hispanic),OVERALL COMBINED INDICATOR RATE,56.5
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,READING_MATH INDICATOR STATUS,39.6
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,READING_MATH STATUS RATING,2
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS,36.8
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS RATING,2
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,OVERALL INDICATOR RATING,1
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,75.3
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,3
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,READING_MATH CHANGE DIFFERENCE,1.7
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,READING_MATH CHANGE RATING,4
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,READING_MATH CHANGE,1.7
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE DIFFERENCE,-10.4
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE RATING,1
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE,-10.4
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,4.4
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,5
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,4.4
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,READING_MATH COMBINED INDICATOR RATE,41.3
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,READING_MATH COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATE,26.4
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATING,1
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,79.7
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Economically Disadvantaged,OVERALL COMBINED INDICATOR RATE,36.6
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),READING_MATH INDICATOR STATUS,23.3
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),READING_MATH STATUS RATING,1
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS,29.4
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS RATING,1
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),OVERALL INDICATOR RATING,1
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,77.9
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,4
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),READING_MATH CHANGE DIFFERENCE,-13.5
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),READING_MATH CHANGE RATING,1
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),READING_MATH CHANGE,-13.5
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE DIFFERENCE,-3.1
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE RATING,2
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE,-3.1
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,8.1
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,5
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,8.1
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),READING_MATH COMBINED INDICATOR RATE,9.8
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),READING_MATH COMBINED INDICATOR RATING,1
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATE,26.3
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATING,1
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,86.0
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,5
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,Students with Disabilities (IEP),OVERALL COMBINED INDICATOR RATE,20.0
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),READING_MATH INDICATOR STATUS,54.1
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),READING_MATH STATUS RATING,3
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS,53.3
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS RATING,3
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),OVERALL INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,77.6
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,4
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),READING_MATH CHANGE DIFFERENCE,-0.8
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),READING_MATH CHANGE RATING,3
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),READING_MATH CHANGE,-0.8
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE DIFFERENCE,-8.0
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE RATING,1
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE,-8.0
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,6.8
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,5
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,6.8
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),READING_MATH COMBINED INDICATOR RATE,53.3
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),READING_MATH COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATE,45.3
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,84.4
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,5
KYRC25_ACCT_Summary.csv,Cane Ridge Elementary School,White (non-Hispanic),OVERALL COMBINED INDICATOR RATE,51.2
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,Economically Disadvantaged,READING_MATH INDICATOR STATUS,47.4
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,Economically Disadvantaged,READING_MATH STATUS RATING,2
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,Economically Disadvantaged,OVERALL INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,75.5
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,3
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,Economically Disadvantaged,READING_MATH CHANGE DIFFERENCE,-9.6
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,Economically Disadvantaged,READING_MATH CHANGE RATING,1
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,Economically Disadvantaged,READING_MATH CHANGE,-9.6
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,0.0
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,3
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,0.0
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,Economically Disadvantaged,READING_MATH COMBINED INDICATOR RATE,37.8
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,Economically Disadvantaged,READING_MATH COMBINED INDICATOR RATING,1
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,75.5
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,Economically Disadvantaged,OVERALL COMBINED INDICATOR RATE,40.5
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),READING_MATH INDICATOR STATUS,52.1
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),READING_MATH STATUS RATING,2
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS,67.5
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS RATING,4
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),OVERALL INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,75.4
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,3
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),READING_MATH CHANGE DIFFERENCE,-10.9
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),READING_MATH CHANGE RATING,1
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),READING_MATH CHANGE,-10.9
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE DIFFERENCE,1.4
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE RATING,4
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE,1.4
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,0.1
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,4
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,0.1
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),READING_MATH COMBINED INDICATOR RATE,41.2
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),READING_MATH COMBINED INDICATOR RATING,1
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATE,68.9
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,75.5
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,North Middletown Elementary School,White (non-Hispanic),OVERALL COMBINED INDICATOR RATE,54.3
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,READING_MATH INDICATOR STATUS,52.0
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,READING_MATH STATUS RATING,2
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS,38.7
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS RATING,2
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,GRADUATION RATE STATUS,94.9
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,GRADUATION RATE STATUS RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,OVERALL INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,ENGLISH LEARNERS PROGRESS STATUS,26.7
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,ENGLISH LEARNERS PROGRESS STATUS RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,60.9
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,POSTSECONDARY STATUS,61.1
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,POSTSECONDARY STATUS RATING,2
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,READING_MATH CHANGE DIFFERENCE,11.3
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,READING_MATH CHANGE RATING,5
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,READING_MATH CHANGE,11.3
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE DIFFERENCE,5.0
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE,5.0
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,1.7
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,1.7
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,POSTSECONDARY CHANGE DIFFERENCE,-2.8
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,POSTSECONDARY CHANGE RATING,2
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,POSTSECONDARY CHANGE,-2.8
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,GRADUATION CHANGE DIFFERENCE,0.8
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,GRADUATION CHANGE RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,GRADUATION CHANGE,0.8
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,READING_MATH COMBINED INDICATOR RATE,63.3
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,READING_MATH COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATE,43.7
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,ENGLISH LEARNERS PROGRESS COMBINED INDICATOR RATE,26.7
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,ENGLISH LEARNERS PROGRESS COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,62.6
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,POSTSECONDARY COMBINED INDICATOR RATE,58.3
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,POSTSECONDARY COMBINED INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,GRADUATION COMBINED INDICATOR RATE,95.7
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,GRADUATION COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County High School,Economically Disadvantaged,OVERALL COMBINED INDICATOR RATE,58.5
KYRC25_ACCT_Summary.csv,Bourbon County High School,English Learner including Monitored,OVERALL INDICATOR RATING,1
KYRC25_ACCT_Summary.csv,Bourbon County High School,English Learner including Monitored,ENGLISH LEARNERS PROGRESS STATUS,25.0
KYRC25_ACCT_Summary.csv,Bourbon County High School,English Learner including Monitored,ENGLISH LEARNERS PROGRESS STATUS RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,English Learner including Monitored,ENGLISH LEARNERS PROGRESS COMBINED INDICATOR RATE,25.0
KYRC25_ACCT_Summary.csv,Bourbon County High School,English Learner including Monitored,ENGLISH LEARNERS PROGRESS COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,English Learner including Monitored,OVERALL COMBINED INDICATOR RATE,25.0
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,READING_MATH INDICATOR STATUS,56.0
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,READING_MATH STATUS RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,GRADUATION RATE STATUS,93.8
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,GRADUATION RATE STATUS RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,OVERALL INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,ENGLISH LEARNERS PROGRESS STATUS,25.0
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,ENGLISH LEARNERS PROGRESS STATUS RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,62.7
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,POSTSECONDARY STATUS,75.6
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,POSTSECONDARY STATUS RATING,2
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,READING_MATH CHANGE DIFFERENCE,12.9
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,READING_MATH CHANGE RATING,5
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,READING_MATH CHANGE,12.9
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,0.6
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,0.6
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,POSTSECONDARY CHANGE DIFFERENCE,7.8
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,POSTSECONDARY CHANGE RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,POSTSECONDARY CHANGE,7.8
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,GRADUATION CHANGE DIFFERENCE,-0.1
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,GRADUATION CHANGE RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,GRADUATION CHANGE,-0.1
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,READING_MATH COMBINED INDICATOR RATE,68.9
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,READING_MATH COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,ENGLISH LEARNERS PROGRESS COMBINED INDICATOR RATE,25.0
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,ENGLISH LEARNERS PROGRESS COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,Bourbon County High School,Hispanic or Latino,QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,63.3
