source_file,school,demographic_or_level,field,value
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),READING_MATH INDICATOR STATUS,18.4
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),READING_MATH STATUS RATING,1
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS,18.1
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS RATING,1
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),OVERALL INDICATOR RATING,1
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,72.9
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),READING_MATH CHANGE DIFFERENCE,0.6
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),READING_MATH CHANGE RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),READING_MATH CHANGE,0.6
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE DIFFERENCE,-5.7
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE,-5.7
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,0.7
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,0.7
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),READING_MATH COMBINED INDICATOR RATE,19.0
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),READING_MATH COMBINED INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATE,12.4
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATING,1
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,73.6
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,Students with Disabilities (IEP),OVERALL COMBINED INDICATOR RATE,18.2
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),READING_MATH INDICATOR STATUS,53.3
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),READING_MATH STATUS RATING,2
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS,55.6
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),OVERALL INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,76.1
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),READING_MATH CHANGE DIFFERENCE,1.0
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),READING_MATH CHANGE RATING,4
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),READING_MATH CHANGE,1.0
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE DIFFERENCE,-5.3
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE RATING,2
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE,-5.3
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,3.6
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,4
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,3.6
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),READING_MATH COMBINED INDICATOR RATE,54.3
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),READING_MATH COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATE,50.3
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,79.7
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),OVERALL COMBINED INDICATOR RATE,53.7
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),READING_MATH INDICATOR STATUS,63.3
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),READING_MATH STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS,52.4
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),GRADUATION RATE STATUS,96.0
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),GRADUATION RATE STATUS RATING,4
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),OVERALL INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,62.6
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),POSTSECONDARY STATUS,76.7
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),POSTSECONDARY STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),READING_MATH CHANGE DIFFERENCE,11.7
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),READING_MATH CHANGE RATING,5
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),READING_MATH CHANGE,11.7
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE DIFFERENCE,7.5
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE RATING,5
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE,7.5
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,2.7
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,4
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,2.7
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),POSTSECONDARY CHANGE DIFFERENCE,-4.7
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),POSTSECONDARY CHANGE RATING,2
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),POSTSECONDARY CHANGE,-4.7
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),GRADUATION CHANGE DIFFERENCE,1.4
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),GRADUATION CHANGE RATING,4
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),GRADUATION CHANGE,1.4
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),READING_MATH COMBINED INDICATOR RATE,75.0
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),READING_MATH COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATE,59.9
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,65.3
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),POSTSECONDARY COMBINED INDICATOR RATE,72.0
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),POSTSECONDARY COMBINED INDICATOR RATING,2
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),GRADUATION COMBINED INDICATOR RATE,97.4
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),GRADUATION COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),OVERALL COMBINED INDICATOR RATE,72.2
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),READING_MATH INDICATOR STATUS,51.0
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),READING_MATH STATUS RATING,2
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS,56.1
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),OVERALL INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS,67.7
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY STATUS RATING,3
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),READING_MATH CHANGE DIFFERENCE,5.8
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),READING_MATH CHANGE RATING,4
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),READING_MATH CHANGE,5.8
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE DIFFERENCE,4.1
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE RATING,4
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING CHANGE,4.1
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE DIFFERENCE,0.4
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE RATING,4
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY CHANGE,0.4
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),READING_MATH COMBINED INDICATOR RATE,56.8
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),READING_MATH COMBINED INDICATOR RATING,3
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATE,60.2
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),SCIENCE_SOCIAL STUDIES_COMBINED WRITING COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATE,68.1
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),QUALITY OF SCHOOL CLIMATE AND SAFETY COMBINED INDICATOR RATING,4
KYRC25_ACCT_Summary.csv,All Schools,White (non-Hispanic),OVERALL COMBINED INDICATOR RATE,58.9
